ORDER ID,ORDER DATE,SHIP DATE,SHIP MODE,CUSTOMER NAME,SEGMENT,STATE,COUNTRY,MARKET,REGION,PRODUCT ID,CATEGORY,SUB CATEGROY,PRODUCT NAME,SALES,QUANTITY,DISCOUNT,PROFIT,SHIPPING COST,ORDER PRIORITY
ES-2014-2505511,18-11-2014,20-11-2014,Second Class,Mary Zewe,Corporate,Skåne,Sweden,EU,North,TEC-CO-10002284,Technology,Copiers,"Hewlett Copy Machine, Color",663,5,0.5,-212.175,134.8,High
MX-2014-143161,18-11-2014,22-11-2014,Standard Class,Larry Blacks,Consumer,San Salvador,El Salvador,LATAM,Central,OFF-AP-10000873,Office Supplies,Appliances,"Hamilton Beach Microwave, Red","1,318",7,0,382.2,107.49,Medium
MX-2014-113586,18-11-2014,18-11-2014,Same Day,Heather Kirkland,Corporate,Alagoas,Brazil,LATAM,South,FUR-BO-10001739,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",551,2,0,99.16,100.14,High
MX-2014-113586,18-11-2014,18-11-2014,Same Day,Heather Kirkland,Corporate,Alagoas,Brazil,LATAM,South,TEC-PH-10004048,Technology,Phones,"Apple Audio Dock, Full Size",448,4,0,49.28,99.4,High
MX-2014-146990,18-11-2014,21-11-2014,First Class,Julie Prescott,Home Office,México,Mexico,LATAM,North,FUR-BO-10002906,Furniture,Bookcases,"Ikea Corner Shelving, Traditional",263,4,0.2,-29.552,89.36,Critical
ES-2014-2505511,18-11-2014,20-11-2014,Second Class,Mary Zewe,Corporate,Skåne,Sweden,EU,North,TEC-MA-10002712,Technology,Machines,"Okidata Printer, Wireless",671,5,0.5,-308.85,76.89,High
ES-2014-2544561,18-11-2014,21-11-2014,Second Class,Bradley Talbott,Home Office,Hamburg,Germany,EU,Central,FUR-BO-10001324,Furniture,Bookcases,"Sauder Floating Shelf Set, Pine",705,4,0.1,101.868,76.57,Medium
ES-2014-2544561,18-11-2014,21-11-2014,Second Class,Bradley Talbott,Home Office,Hamburg,Germany,EU,Central,OFF-BI-10001058,Office Supplies,Binders,"Ibico Binding Machine, Clear",356,7,0,163.8,74.26,Medium
ES-2014-3004984,18-11-2014,20-11-2014,First Class,Don Weiss,Consumer,Madrid,Spain,EU,South,FUR-BO-10003734,Furniture,Bookcases,"Dania Classic Bookcase, Metal",410,1,0,135.36,68.84,High
CA-2014-128265,18-11-2014,23-11-2014,Second Class,Victoria Wilson,Corporate,New York,United States,US,East,OFF-ST-10000142,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,"1,248",3,0,349.3392,60.32,Medium
IN-2014-65992,18-11-2014,22-11-2014,Standard Class,Corey-Lock,Consumer,Karnataka,India,APAC,Central Asia,TEC-PH-10000780,Technology,Phones,"Cisco Smart Phone, with Caller ID",654,1,0,268.23,60.28,Medium
IT-2014-4529316,18-11-2014,20-11-2014,Second Class,Clay Ludtke,Consumer,Ile-de-France,France,EU,Central,OFF-ST-10002900,Office Supplies,Storage,"Smead Lockers, Wire Frame",711,4,0.1,-7.956,58.32,Medium
MX-2014-126221,18-11-2014,22-11-2014,Second Class,Corey Roper,Home Office,San Luis Potosí,Mexico,LATAM,North,TEC-PH-10002332,Technology,Phones,"Motorola Audio Dock, VoIP",694,6,0,0,54.79,Medium
US-2014-102750,18-11-2014,20-11-2014,Second Class,Thea Hudgings,Corporate,Francisco Morazán,Honduras,LATAM,Central,TEC-PH-10002127,Technology,Phones,"Cisco Smart Phone, Cordless",261,1,0.4,-160.708,52.83,High
IN-2014-75267,18-11-2014,20-11-2014,Second Class,Rick Bensley,Home Office,Uttar Pradesh,India,APAC,Central Asia,FUR-CH-10001797,Furniture,Chairs,"Harbour Creations Bag Chairs, Adjustable",449,7,0,170.52,51.49,High
SA-2014-1290,18-11-2014,21-11-2014,Second Class,Matt Collins,Consumer,Makkah,Saudi Arabia,EMEA,EMEA,OFF-SME-10003752,Office Supplies,Storage,"Smead File Cart, Single Width",257,2,0,2.52,51.09,Critical
PU-2014-5300,18-11-2014,22-11-2014,Second Class,Neil Französisch,Home Office,Bissau,Guinea-Bissau,Africa,Africa,TEC-SAM-10004230,Technology,Phones,"Samsung Smart Phone, Cordless",639,1,0,44.73,49.42,Medium
SA-2014-1290,18-11-2014,21-11-2014,Second Class,Matt Collins,Consumer,Makkah,Saudi Arabia,EMEA,EMEA,OFF-STA-10004484,Office Supplies,Art,"Stanley Pens, Water Color",185,14,0,59.22,49.23,Critical
MX-2014-146990,18-11-2014,21-11-2014,First Class,Julie Prescott,Home Office,México,Mexico,LATAM,North,OFF-ST-10002233,Office Supplies,Storage,"Smead Trays, Single Width",162,5,0,59.8,46.82,Critical
MX-2014-113586,18-11-2014,18-11-2014,Same Day,Heather Kirkland,Corporate,Alagoas,Brazil,LATAM,South,FUR-TA-10003171,Furniture,Tables,"Bevis Training Table, Fully Assembled",359,2,0.2,49.32,44.62,High
ES-2014-4185972,18-11-2014,23-11-2014,Standard Class,Roland Schwarz,Corporate,Scotland,United Kingdom,EU,North,FUR-BO-10004053,Furniture,Bookcases,"Dania Library with Doors, Metal",724,2,0,253.26,40.05,Medium
IN-2014-64634,18-11-2014,18-11-2014,Same Day,Brenda Bowman,Corporate,Queensland,Australia,APAC,Oceania,TEC-PH-10002070,Technology,Phones,"Apple Headset, with Caller ID",132,2,0.1,5.808,38.94,Medium
ES-2014-3004984,18-11-2014,20-11-2014,First Class,Don Weiss,Consumer,Madrid,Spain,EU,South,TEC-AC-10002363,Technology,Accessories,"Logitech Keyboard, USB",363,5,0,76.2,37.78,High
ES-2014-2505511,18-11-2014,20-11-2014,Second Class,Mary Zewe,Corporate,Skåne,Sweden,EU,North,FUR-CH-10001043,Furniture,Chairs,"Harbour Creations Bag Chairs, Red",185,6,0.5,-25.92,36.26,High
IN-2014-65992,18-11-2014,22-11-2014,Standard Class,Corey-Lock,Consumer,Karnataka,India,APAC,Central Asia,OFF-EN-10000699,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Set of 50",379,8,0,174.48,34.72,Medium
US-2014-155866,18-11-2014,22-11-2014,Standard Class,Christopher Conant,Consumer,New York,United States,US,East,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",188,4,0,76.9816,33.93,High
MX-2014-113586,18-11-2014,18-11-2014,Same Day,Heather Kirkland,Corporate,Alagoas,Brazil,LATAM,South,FUR-FU-10004117,Furniture,Furnishings,"Eldon Door Stop, Black",201,6,0,62.16,30.89,High
CA-2014-124674,18-11-2014,24-11-2014,Standard Class,Joy Bell-,Consumer,Texas,United States,US,Central,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",328,2,0.32,-14.4588,29.64,Medium
CA-2014-100902,18-11-2014,22-11-2014,Standard Class,Clytie Kelty,Consumer,North Carolina,United States,US,South,OFF-PA-10002558,Office Supplies,Paper,Xerox 1938,268,7,0.2,93.884,28.73,Medium
IT-2014-3296819,18-11-2014,22-11-2014,Standard Class,Jennifer Braxton,Corporate,Madrid,Spain,EU,South,OFF-ST-10002759,Office Supplies,Storage,"Eldon Shelving, Industrial",396,9,0.1,-31.05,27.89,High
IN-2014-65992,18-11-2014,22-11-2014,Standard Class,Corey-Lock,Consumer,Karnataka,India,APAC,Central Asia,OFF-BI-10000561,Office Supplies,Binders,"Acco Binding Machine, Durable",263,5,0,110.4,26.24,Medium
ES-2014-3004984,18-11-2014,20-11-2014,First Class,Don Weiss,Consumer,Madrid,Spain,EU,South,OFF-AR-10003066,Office Supplies,Art,"Sanford Markers, Water Color",185,7,0,16.59,24.48,High
CA-2014-4930,18-11-2014,22-11-2014,Standard Class,Alejandro Ballentine,Home Office,Ontario,Canada,Canada,Canada,OFF-FEL-10001865,Office Supplies,Storage,"Fellowes File Cart, Wire Frame",273,2,0,57.24,23.65,Medium
ES-2014-2426460,18-11-2014,22-11-2014,Standard Class,Yoseph Carroll,Corporate,Ile-de-France,France,EU,Central,TEC-CO-10003525,Technology,Copiers,"Sharp Ink, Color",642,6,0.15,241.515,23.51,Medium
MX-2014-143728,18-11-2014,22-11-2014,Standard Class,Rick Wilson,Corporate,Francisco Morazán,Honduras,LATAM,Central,TEC-AC-10000203,Technology,Accessories,"SanDisk Router, Bluetooth",308,3,0.4,40.98,22.95,Medium
SA-2014-1290,18-11-2014,21-11-2014,Second Class,Matt Collins,Consumer,Makkah,Saudi Arabia,EMEA,EMEA,FUR-SAF-10002400,Furniture,Bookcases,"Safco Corner Shelving, Metal",149,1,0,37.23,22.42,Critical
ES-2014-3004984,18-11-2014,20-11-2014,First Class,Don Weiss,Consumer,Madrid,Spain,EU,South,OFF-AR-10000799,Office Supplies,Art,"Sanford Highlighters, Easy-Erase",144,9,0,5.67,20.44,High
ES-2014-2426460,18-11-2014,22-11-2014,Standard Class,Yoseph Carroll,Corporate,Ile-de-France,France,EU,Central,OFF-ST-10002172,Office Supplies,Storage,"Fellowes Trays, Blue",207,4,0.1,-6.996,19.82,Medium
AG-2014-2600,18-11-2014,20-11-2014,Second Class,Daniel Raglin,Home Office,Alger,Algeria,Africa,Africa,FUR-IKE-10003642,Furniture,Bookcases,"Ikea 3-Shelf Cabinet, Pine",288,2,0,8.58,19.63,Medium
TU-2014-6200,18-11-2014,22-11-2014,Standard Class,Adrian Barton,Consumer,Ankara,Turkey,EMEA,EMEA,FUR-DAN-10002028,Furniture,Bookcases,"Dania Classic Bookcase, Mobile",165,1,0.6,-173.598,18.17,Medium
GH-2014-1800,18-11-2014,23-11-2014,Second Class,Steven Ward,Corporate,Ashanti,Ghana,Africa,Africa,OFF-ROG-10003733,Office Supplies,Storage,"Rogers Folders, Wire Frame",238,8,0,26.16,17.88,High
TZ-2014-4810,18-11-2014,18-11-2014,Same Day,Alex Grayson,Consumer,Dar Es Salaam,Tanzania,Africa,Africa,OFF-BIC-10004557,Office Supplies,Art,"BIC Canvas, Blue",54,1,0,4.29,17.18,Critical
TU-2014-6200,18-11-2014,22-11-2014,Standard Class,Adrian Barton,Consumer,Ankara,Turkey,EMEA,EMEA,OFF-ROG-10001340,Office Supplies,Storage,"Rogers File Cart, Industrial",227,4,0.6,-243.6,16.98,Medium
CA-2014-138163,18-11-2014,21-11-2014,First Class,Xylona Preis,Consumer,Massachusetts,United States,US,East,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,51,3,0,14.2632,16.45,Critical
IN-2014-65992,18-11-2014,22-11-2014,Standard Class,Corey-Lock,Consumer,Karnataka,India,APAC,Central Asia,TEC-AC-10004012,Technology,Accessories,"Enermax Flash Drive, Erganomic",197,5,0,82.5,16.11,Medium
IN-2014-75267,18-11-2014,20-11-2014,Second Class,Rick Bensley,Home Office,Uttar Pradesh,India,APAC,Central Asia,TEC-CO-10004689,Technology,Copiers,"Canon Ink, Color",149,1,0,28.23,15.09,High
US-2014-102750,18-11-2014,20-11-2014,Second Class,Thea Hudgings,Corporate,Francisco Morazán,Honduras,LATAM,Central,TEC-PH-10000693,Technology,Phones,"Apple Speaker Phone, with Caller ID",99,2,0.4,-59.2,14.82,High
ES-2014-2426460,18-11-2014,22-11-2014,Standard Class,Yoseph Carroll,Corporate,Ile-de-France,France,EU,Central,OFF-AP-10003971,Office Supplies,Appliances,"Hoover Toaster, Red",226,3,0.1,-5.022,14.53,Medium
IN-2014-65992,18-11-2014,22-11-2014,Standard Class,Corey-Lock,Consumer,Karnataka,India,APAC,Central Asia,TEC-AC-10000483,Technology,Accessories,"SanDisk Memory Card, Bluetooth",225,2,0,6.72,14.51,Medium
MX-2014-126221,18-11-2014,22-11-2014,Second Class,Corey Roper,Home Office,San Luis Potosí,Mexico,LATAM,North,FUR-CH-10001819,Furniture,Chairs,"Office Star Chairmat, Set of Two",145,4,0.2,39.856,14.27,Medium
ES-2014-4717877,18-11-2014,23-11-2014,Standard Class,Alan Shonely,Consumer,Aquitaine,France,EU,Central,OFF-AR-10002454,Office Supplies,Art,"Binney & Smith Canvas, Water Color",218,4,0,104.64,14,High
MO-2014-7900,18-11-2014,22-11-2014,Standard Class,David Flashing,Consumer,Grand Casablanca,Morocco,Africa,Africa,TEC-APP-10001389,Technology,Phones,"Apple Audio Dock, with Caller ID",167,1,0,25.02,13.33,Medium
ES-2014-2426460,18-11-2014,22-11-2014,Standard Class,Yoseph Carroll,Corporate,Ile-de-France,France,EU,Central,OFF-ST-10003204,Office Supplies,Storage,"Tenex Trays, Industrial",295,6,0.1,-0.054,13.15,Medium
NI-2014-4660,18-11-2014,20-11-2014,Second Class,Tom Ashbrook,Home Office,Oyo,Nigeria,Africa,Africa,OFF-ROG-10003993,Office Supplies,Storage,"Rogers File Cart, Single Width",85,2,0.7,-124.662,12.91,High
MX-2014-143161,18-11-2014,22-11-2014,Standard Class,Larry Blacks,Consumer,San Salvador,El Salvador,LATAM,Central,FUR-CH-10003107,Furniture,Chairs,"Office Star Swivel Stool, Red",348,3,0,97.38,12.69,Medium
IN-2014-50109,18-11-2014,20-11-2014,First Class,Ken Heidel,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,OFF-SU-10003332,Office Supplies,Supplies,"Elite Letter Opener, Steel",80,4,0.17,23.04,12.51,Medium
CA-2014-163629,18-11-2014,22-11-2014,Standard Class,Ruben Ausman,Corporate,Georgia,United States,US,South,TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,206,5,0,55.647,11.83,Medium
CA-2014-141719,18-11-2014,22-11-2014,Second Class,Emily Grady,Consumer,Illinois,United States,US,Central,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,240,5,0.2,83.986,10.89,Medium
ES-2014-2426460,18-11-2014,22-11-2014,Standard Class,Yoseph Carroll,Corporate,Ile-de-France,France,EU,Central,OFF-AR-10002939,Office Supplies,Art,"Stanley Highlighters, Water Color",143,8,0,48.48,10.72,Medium
MX-2014-113586,18-11-2014,18-11-2014,Same Day,Heather Kirkland,Corporate,Alagoas,Brazil,LATAM,South,OFF-EN-10001751,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50",51,2,0,13.36,10.61,High
SA-2014-1290,18-11-2014,21-11-2014,Second Class,Matt Collins,Consumer,Makkah,Saudi Arabia,EMEA,EMEA,OFF-ROG-10001818,Office Supplies,Storage,"Rogers Folders, Single Width",31,1,0,2.43,10.58,Critical
TU-2014-6200,18-11-2014,22-11-2014,Standard Class,Adrian Barton,Consumer,Ankara,Turkey,EMEA,EMEA,OFF-BIC-10002440,Office Supplies,Art,"BIC Sketch Pad, Blue",156,8,0.6,-163.728,10.56,Medium
IN-2014-24608,18-11-2014,22-11-2014,Second Class,Mary O'Rourke,Consumer,New South Wales,Australia,APAC,Oceania,OFF-ST-10002505,Office Supplies,Storage,"Tenex Box, Wire Frame",84,6,0.1,23.238,7.81,Medium
TU-2014-9310,18-11-2014,22-11-2014,Standard Class,Ellis Ballard,Corporate,Erzurum,Turkey,EMEA,EMEA,OFF-CAR-10001577,Office Supplies,Binders,"Cardinal Binding Machine, Economy",40,2,0.6,-31.884,7.19,High
ES-2014-4185972,18-11-2014,23-11-2014,Standard Class,Roland Schwarz,Corporate,Scotland,United Kingdom,EU,North,OFF-EN-10001038,Office Supplies,Envelopes,"Jiffy Mailers, Set of 50",112,3,0,24.48,7.14,Medium
ES-2014-4041713,18-11-2014,22-11-2014,Standard Class,Kean Takahito,Consumer,Ile-de-France,France,EU,Central,OFF-BI-10002738,Office Supplies,Binders,"Acco Index Tab, Clear",40,5,0,16.8,7.07,High
IN-2014-64634,18-11-2014,18-11-2014,Same Day,Brenda Bowman,Corporate,Queensland,Australia,APAC,Oceania,OFF-LA-10003644,Office Supplies,Labels,"Novimex Removable Labels, Adjustable",42,6,0.1,5.058,7.05,Medium
CA-2014-100902,18-11-2014,22-11-2014,Standard Class,Clytie Kelty,Consumer,North Carolina,United States,US,South,TEC-AC-10003174,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,431,5,0.2,107.79,7.04,Medium
TU-2014-6200,18-11-2014,22-11-2014,Standard Class,Adrian Barton,Consumer,Ankara,Turkey,EMEA,EMEA,TEC-EPS-10001129,Technology,Machines,"Epson Inkjet, White",122,1,0.6,-97.722,6.98,Medium
TZ-2014-4810,18-11-2014,18-11-2014,Same Day,Alex Grayson,Consumer,Dar Es Salaam,Tanzania,Africa,Africa,OFF-FEL-10004016,Office Supplies,Storage,"Fellowes Shelving, Blue",52,1,0.1,15.606,6.92,Critical
AO-2014-420,18-11-2014,19-11-2014,First Class,Dianna Vittorini,Consumer,Namibe,Angola,Africa,Africa,TEC-KON-10001519,Technology,Machines,"Konica Calculator, White",50,1,0,14.49,6.78,High
AG-2014-2600,18-11-2014,20-11-2014,Second Class,Daniel Raglin,Home Office,Alger,Algeria,Africa,Africa,OFF-STA-10000298,Office Supplies,Art,"Stanley Canvas, Blue",99,2,0,15.78,6.73,Medium
IN-2014-65992,18-11-2014,22-11-2014,Standard Class,Corey-Lock,Consumer,Karnataka,India,APAC,Central Asia,OFF-SU-10000062,Office Supplies,Supplies,"Stiletto Scissors, High Speed",71,3,0,1.35,6.54,Medium
IN-2014-75267,18-11-2014,20-11-2014,Second Class,Rick Bensley,Home Office,Uttar Pradesh,India,APAC,Central Asia,OFF-PA-10001236,Office Supplies,Paper,"Enermax Message Books, Recycled",45,2,0,2.64,6.24,High
PU-2014-5300,18-11-2014,22-11-2014,Second Class,Neil Französisch,Home Office,Bissau,Guinea-Bissau,Africa,Africa,TEC-STA-10001407,Technology,Machines,"StarTech Phone, Wireless",75,1,0,5.94,5.57,Medium
MX-2014-143161,18-11-2014,22-11-2014,Standard Class,Larry Blacks,Consumer,San Salvador,El Salvador,LATAM,Central,OFF-PA-10001801,Office Supplies,Paper,"Xerox Memo Slips, Premium",81,9,0,38.88,5.55,Medium
MX-2014-146990,18-11-2014,21-11-2014,First Class,Julie Prescott,Home Office,México,Mexico,LATAM,North,OFF-AR-10000019,Office Supplies,Art,"BIC Highlighters, Blue",38,3,0,15.48,5.35,Critical
TZ-2014-4810,18-11-2014,18-11-2014,Same Day,Alex Grayson,Consumer,Dar Es Salaam,Tanzania,Africa,Africa,OFF-IBI-10001640,Office Supplies,Binders,"Ibico Hole Reinforcements, Economy",56,8,0,27.36,5.21,Critical
CA-2014-163629,18-11-2014,22-11-2014,Standard Class,Ruben Ausman,Corporate,Georgia,United States,US,South,TEC-AC-10001539,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,80,1,0,28.7964,5.15,Medium
GH-2014-1810,18-11-2014,23-11-2014,Standard Class,Muhammed Yedwab,Corporate,Greater Accra,Ghana,Africa,Africa,OFF-AVE-10003740,Office Supplies,Binders,"Avery Binding Machine, Clear",97,2,0,11.58,5.15,Medium
MX-2014-146990,18-11-2014,21-11-2014,First Class,Julie Prescott,Home Office,México,Mexico,LATAM,North,OFF-FA-10000563,Office Supplies,Fasteners,"Accos Push Pins, Assorted Sizes",24,3,0,10.26,4.83,Critical
US-2014-116505,18-11-2014,22-11-2014,Second Class,Trudy Brown,Consumer,Maryland,United States,US,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",44,6,0,20.586,4.75,Medium
MX-2014-145772,18-11-2014,23-11-2014,Standard Class,Randy Bradley,Consumer,Bogota,Colombia,LATAM,South,TEC-AC-10001491,Technology,Accessories,"Enermax Flash Drive, Bluetooth",83,3,0,2.46,4.34,Medium
ES-2014-2544561,18-11-2014,21-11-2014,Second Class,Bradley Talbott,Home Office,Hamburg,Germany,EU,Central,FUR-FU-10001718,Furniture,Furnishings,"Eldon Door Stop, Duo Pack",50,1,0,15.54,3.87,Medium
MO-2014-7900,18-11-2014,22-11-2014,Standard Class,David Flashing,Consumer,Grand Casablanca,Morocco,Africa,Africa,OFF-STO-10002026,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",75,4,0,6,3.68,Medium
IN-2014-65992,18-11-2014,22-11-2014,Standard Class,Corey-Lock,Consumer,Karnataka,India,APAC,Central Asia,OFF-LA-10001672,Office Supplies,Labels,"Avery Legal Exhibit Labels, Alphabetical",56,5,0,6.6,3.48,Medium
CA-2014-165687,18-11-2014,24-11-2014,Standard Class,Christine Sundaresam,Consumer,Virginia,United States,US,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35,2,0,12.264,3.45,Low
US-2014-102750,18-11-2014,20-11-2014,Second Class,Thea Hudgings,Corporate,Francisco Morazán,Honduras,LATAM,Central,OFF-FA-10000801,Office Supplies,Fasteners,"Advantus Paper Clips, Assorted Sizes",17,3,0.4,-1.98,3.43,High
AO-2014-420,18-11-2014,19-11-2014,First Class,Dianna Vittorini,Consumer,Namibe,Angola,Africa,Africa,OFF-AVE-10002024,Office Supplies,Binders,"Avery Index Tab, Durable",13,2,0,3.42,3.3,High
AG-2014-2600,18-11-2014,20-11-2014,Second Class,Daniel Raglin,Home Office,Alger,Algeria,Africa,Africa,OFF-SAN-10001326,Office Supplies,Paper,"SanDisk Note Cards, 8.5 x 11",30,1,0,7.71,3.3,Medium
MX-2014-124065,18-11-2014,25-11-2014,Standard Class,Clytie Kelty,Consumer,Tamaulipas,Mexico,LATAM,North,FUR-FU-10000110,Furniture,Furnishings,"Deflect-O Door Stop, Black",53,3,0.4,-35.16,3.17,Medium
US-2014-155866,18-11-2014,22-11-2014,Standard Class,Christopher Conant,Consumer,New York,United States,US,East,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,39,6,0,18.6624,3.1,High
TU-2014-6200,18-11-2014,22-11-2014,Standard Class,Adrian Barton,Consumer,Ankara,Turkey,EMEA,EMEA,OFF-SME-10004370,Office Supplies,Storage,"Smead File Cart, Blue",51,1,0.6,-75.222,3.09,Medium
ID-2014-85879,18-11-2014,22-11-2014,Standard Class,Luke Weiss,Consumer,Queensland,Australia,APAC,Oceania,OFF-FA-10000059,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack",45,4,0.4,-4.584,3.01,Medium
IN-2014-50109,18-11-2014,20-11-2014,First Class,Ken Heidel,Corporate,Yangon,Myanmar (Burma),APAC,Southeast Asia,OFF-SU-10004236,Office Supplies,Supplies,"Stiletto Letter Opener, Steel",42,2,0.17,7.9728,2.75,Medium
TU-2014-4080,18-11-2014,19-11-2014,First Class,Guy Thornton,Consumer,Ankara,Turkey,EMEA,EMEA,TEC-SAN-10000142,Technology,Accessories,"SanDisk Mouse, Erganomic",14,1,0.6,-14.472,2.29,Medium
IR-2014-7190,18-11-2014,22-11-2014,Standard Class,Bruce Geld,Consumer,Razavi Khorasan,Iran,EMEA,EMEA,OFF-STA-10004163,Office Supplies,Art,"Stanley Markers, Fluorescent",23,1,0,7.95,2.25,Medium
IN-2014-65992,18-11-2014,22-11-2014,Standard Class,Corey-Lock,Consumer,Karnataka,India,APAC,Central Asia,OFF-FA-10001026,Office Supplies,Fasteners,"Stockwell Paper Clips, Assorted Sizes",68,5,0,6.75,2.23,Medium
TU-2014-6200,18-11-2014,22-11-2014,Standard Class,Adrian Barton,Consumer,Ankara,Turkey,EMEA,EMEA,OFF-STO-10000041,Office Supplies,Fasteners,"Stockwell Staples, 12 Pack",33,8,0.6,-24.624,2.13,Medium
CA-2014-158120,18-11-2014,22-11-2014,Standard Class,Katharine Harms,Corporate,Oregon,United States,US,West,OFF-PA-10003205,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",20,3,0.2,6.6177,1.91,Medium
RS-2014-1420,18-11-2014,25-11-2014,Standard Class,Jason Gross,Corporate,Kabardino-Balkariya,Russia,EMEA,EMEA,OFF-FEL-10000998,Office Supplies,Storage,"Fellowes Box, Single Width",39,2,0,2.34,1.89,Medium
AG-2014-2600,18-11-2014,20-11-2014,Second Class,Daniel Raglin,Home Office,Alger,Algeria,Africa,Africa,TEC-STA-10000699,Technology,Machines,"StarTech Phone, Red",143,2,0,58.74,1.88,Medium
MX-2014-143161,18-11-2014,22-11-2014,Standard Class,Larry Blacks,Consumer,San Salvador,El Salvador,LATAM,Central,FUR-FU-10004224,Furniture,Furnishings,"Deflect-O Photo Frame, Erganomic",67,2,0,33,1.72,Medium
GH-2014-1810,18-11-2014,23-11-2014,Standard Class,Muhammed Yedwab,Corporate,Greater Accra,Ghana,Africa,Africa,OFF-ROG-10004393,Office Supplies,Storage,"Rogers Folders, Industrial",31,1,0,4.35,1.55,Medium
MX-2014-124065,18-11-2014,25-11-2014,Standard Class,Clytie Kelty,Consumer,Tamaulipas,Mexico,LATAM,North,OFF-EN-10002896,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50",39,3,0,9.36,1.47,Medium
ES-2014-1378862,18-11-2014,20-11-2014,Second Class,Darrin Martin,Consumer,Rhône-Alpes,France,EU,Central,OFF-EN-10003962,Office Supplies,Envelopes,"GlobeWeis Clasp Envelope, Set of 50",10,1,0,3.96,1.41,Critical
PU-2014-5300,18-11-2014,22-11-2014,Second Class,Neil Französisch,Home Office,Bissau,Guinea-Bissau,Africa,Africa,OFF-SME-10001278,Office Supplies,Labels,"Smead Shipping Labels, Alphabetical",11,1,0,2.73,1.38,Medium
ES-2014-2544561,18-11-2014,21-11-2014,Second Class,Bradley Talbott,Home Office,Hamburg,Germany,EU,Central,OFF-LA-10000700,Office Supplies,Labels,"Avery Legal Exhibit Labels, Laser Printer Compatible",34,3,0,5.04,1.32,Medium
IS-2014-7460,18-11-2014,21-11-2014,First Class,Helen Abelman,Consumer,Jerusalem,Israel,EMEA,EMEA,OFF-AVE-10003465,Office Supplies,Binders,"Avery Binder, Economy",13,1,0,5.01,1.26,Medium
IR-2014-7190,18-11-2014,22-11-2014,Standard Class,Bruce Geld,Consumer,Razavi Khorasan,Iran,EMEA,EMEA,OFF-ACC-10003422,Office Supplies,Binders,"Acco Binder, Durable",17,1,0,4.65,1.04,Medium
ES-2014-4147581,18-11-2014,25-11-2014,Standard Class,Muhammed Yedwab,Corporate,Brittany,France,EU,Central,OFF-AR-10000799,Office Supplies,Art,"Sanford Highlighters, Easy-Erase",16,1,0,0.63,0.95,Medium
CA-2014-118122,18-11-2014,25-11-2014,Standard Class,Greg Guthrie,Corporate,Washington,United States,US,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",14,2,0.2,4.5188,0.88,Medium
US-2014-102750,18-11-2014,20-11-2014,Second Class,Thea Hudgings,Corporate,Francisco Morazán,Honduras,LATAM,Central,OFF-SU-10003632,Office Supplies,Supplies,"Stiletto Ruler, High Speed",6,1,0.4,-1.408,0.71,High
CA-2014-4930,18-11-2014,22-11-2014,Standard Class,Alejandro Ballentine,Home Office,Ontario,Canada,Canada,Canada,OFF-ADV-10003030,Office Supplies,Fasteners,"Advantus Staples, 12 Pack",10,1,0,0.72,0.7,Medium
IN-2014-65992,18-11-2014,22-11-2014,Standard Class,Corey-Lock,Consumer,Karnataka,India,APAC,Central Asia,FUR-FU-10001351,Furniture,Furnishings,"Rubbermaid Photo Frame, Black",155,3,0,24.84,0.52,Medium
IR-2014-7190,18-11-2014,22-11-2014,Standard Class,Bruce Geld,Consumer,Razavi Khorasan,Iran,EMEA,EMEA,OFF-SME-10004519,Office Supplies,Labels,"Smead Removable Labels, Adjustable",8,1,0,0.06,0.52,Medium
CA-2014-2430,18-11-2014,20-11-2014,Second Class,Lisa DeCherney,Consumer,British Columbia,Canada,Canada,Canada,OFF-FEL-10001343,Office Supplies,Storage,"Fellowes Box, Wire Frame",19,1,0,8.61,0.49,High
